,Credit_Score
2202,Good
2203,Good
2204,Good
2205,Good
2206,Good
2207,Good
2208,Standard
2209,Standard
2210,Standard
2211,Standard
2212,Standard
2213,Standard
2214,Good
2215,Good
2216,Standard
2217,Standard
2218,Standard
2219,Standard
2220,Standard
2221,Standard
2222,Good
2223,Good
2224,Good
2225,Good
2226,Good
2227,Good
2228,Good
2229,Standard
2230,Good
2231,Good
2232,Poor
2233,Standard
2234,Poor
2235,Poor
2236,Poor
2237,Poor
2238,Poor
2239,Poor
2240,Poor
2241,Poor
2242,Poor
2243,Poor
2244,Poor
2245,Poor
2246,Standard
2247,Standard
2248,Poor
2249,Poor
2250,Poor
2251,Poor
2252,Poor
2253,Standard
2254,Standard
2255,Poor
2256,Standard
2257,Standard
2258,Standard
2259,Standard
2260,Standard
2261,Standard
2262,Standard
2263,Standard
2264,Standard
2265,Standard
2266,Standard
2267,Standard
2268,Standard
2269,Standard
2270,Standard
2271,Standard
2272,Good
2273,Good
2274,Good
2275,Good
2276,Good
2277,Good
2278,Good
2279,Good
2280,Good
2281,Good
2282,Good
2283,Standard
2284,Standard
2285,Good
2286,Good
2287,Good
2288,Good
2289,Good
2290,Standard
2291,Good
2292,Good
2293,Good
2294,Good
2295,Good
2296,Good
2297,Good
2298,Good
2299,Standard
2300,Standard
2301,Standard
2302,Standard
2303,Standard
2304,Poor
2305,Poor
2306,Poor
2307,Poor
2308,Poor
2309,Poor
2310,Poor
2311,Poor
2312,Poor
2313,Poor
2314,Poor
2315,Poor
2316,Standard
2317,Poor
2318,Poor
2319,Poor
2320,Standard
2321,Standard
2322,Standard
2323,Poor
2324,Poor
2325,Poor
2326,Poor
2327,Standard
2328,Poor
2329,Poor
2330,Poor
2331,Poor
2332,Poor
2333,Poor
2334,Poor
2335,Poor
2336,Standard
2337,Standard
2338,Standard
2339,Standard
2340,Standard
2341,Standard
2342,Standard
2343,Standard
2344,Standard
2345,Standard
2346,Standard
2347,Standard
2348,Standard
2349,Standard
2350,Standard
2351,Standard
2352,Good
2353,Good
2354,Standard
2355,Standard
2356,Standard
2357,Standard
2358,Standard
2359,Standard
2360,Standard
2361,Standard
2362,Standard
2363,Good
2364,Good
2365,Standard
2366,Good
2367,Good
2368,Standard
2369,Standard
2370,Standard
2371,Standard
2372,Standard
2373,Standard
2374,Standard
2375,Standard
2376,Good
2377,Good
2378,Good
2379,Standard
2380,Standard
2381,Standard
2382,Good
2383,Good
2384,Standard
2385,Standard
2386,Standard
2387,Standard
2388,Standard
2389,Standard
2390,Standard
2391,Standard
2392,Standard
2393,Standard
2394,Poor
2395,Standard
2396,Poor
2397,Poor
2398,Standard
2399,Standard
2400,Good
2401,Good
2402,Good
2403,Standard
2404,Good
2405,Good
2406,Good
2407,Good
2408,Standard
2409,Standard
2410,Standard
2411,Standard
2412,Standard
2413,Standard
2414,Poor
2415,Standard
2416,Standard
2417,Standard
2418,Standard
2419,Standard
2420,Standard
2421,Standard
2422,Standard
2423,Standard
2424,Poor
2425,Poor
2426,Poor
2427,Standard
2428,Poor
2429,Poor
2430,Poor
2431,Poor
2432,Standard
2433,Standard
2434,Standard
2435,Standard
2436,Standard
2437,Standard
2438,Standard
2439,Standard
2440,Poor
2441,Poor
2442,Poor
2443,Poor
2444,Poor
2445,Poor
2446,Poor
2447,Poor
2448,Poor
2449,Poor
2450,Poor
2451,Standard
2452,Poor
2453,Poor
2454,Standard
2455,Poor
2456,Poor
2457,Poor
2458,Standard
2459,Poor
2460,Standard
2461,Poor
2462,Poor
2463,Poor
2464,Standard
2465,Standard
2466,Standard
2467,Standard
2468,Standard
2469,Standard
2470,Standard
2471,Standard
2472,Standard
2473,Standard
2474,Standard
2475,Standard
2476,Standard
2477,Standard
2478,Standard
2479,Standard
2480,Standard
2481,Standard
2482,Standard
2483,Standard
2484,Standard
2485,Standard
2486,Standard
2487,Standard
2488,Poor
2489,Poor
2490,Poor
2491,Poor
2492,Poor
2493,Poor
2494,Poor
2495,Poor
2496,Standard
2497,Standard
2498,Standard
2499,Standard
2500,Standard
2501,Standard
2502,Standard
2503,Standard
2504,Standard
2505,Standard
2506,Standard
2507,Standard
2508,Standard
2509,Standard
2510,Standard
2511,Standard
2512,Poor
2513,Poor
2514,Poor
2515,Standard
2516,Standard
2517,Standard
2518,Standard
2519,Standard
2520,Poor
2521,Standard
2522,Poor
2523,Standard
2524,Standard
2525,Standard
2526,Standard
2527,Standard
2528,Good
2529,Good
2530,Standard
2531,Standard
2532,Good
2533,Good
2534,Standard
2535,Good
2536,Standard
2537,Good
2538,Good
2539,Standard
2540,Standard
2541,Standard
2542,Good
2543,Good
2544,Good
2545,Standard
2546,Good
2547,Good
2548,Good
2549,Good
2550,Good
2551,Good
2552,Standard
2553,Poor
2554,Poor
2555,Poor
2556,Standard
2557,Poor
2558,Standard
2559,Poor
2560,Poor
2561,Poor
2562,Standard
2563,Poor
2564,Poor
2565,Poor
2566,Poor
2567,Poor
2568,Poor
2569,Standard
2570,Standard
2571,Standard
2572,Poor
2573,Poor
2574,Poor
2575,Poor
2576,Standard
2577,Standard
2578,Standard
2579,Standard
2580,Standard
2581,Standard
2582,Standard
2583,Standard
2584,Standard
2585,Standard
2586,Standard
2587,Poor
2588,Standard
2589,Poor
2590,Poor
2591,Poor
2592,Standard
2593,Standard
2594,Standard
2595,Poor
2596,Standard
2597,Poor
2598,Standard
2599,Standard
2600,Standard
2601,Standard
2602,Standard
2603,Standard
2604,Standard
2605,Standard
2606,Standard
2607,Standard
2608,Poor
2609,Poor
2610,Poor
2611,Poor
2612,Poor
2613,Poor
2614,Poor
2615,Poor
2616,Standard
2617,Standard
2618,Standard
2619,Standard
2620,Standard
2621,Standard
2622,Standard
2623,Standard
2624,Poor
2625,Poor
2626,Standard
2627,Poor
2628,Poor
2629,Poor
2630,Poor
2631,Standard
2632,Good
2633,Good
2634,Good
2635,Good
2636,Good
2637,Good
2638,Good
2639,Good
2640,Poor
2641,Poor
2642,Poor
2643,Standard
2644,Poor
2645,Poor
2646,Standard
2647,Poor
2648,Standard
2649,Standard
2650,Standard
2651,Standard
2652,Standard
2653,Standard
2654,Poor
2655,Standard
2656,Standard
2657,Standard
2658,Standard
2659,Standard
2660,Good
2661,Good
2662,Good
2663,Good
2664,Standard
2665,Standard
2666,Standard
2667,Standard
2668,Standard
2669,Standard
2670,Standard
2671,Standard
2672,Standard
2673,Standard
2674,Standard
2675,Standard
2676,Standard
2677,Standard
2678,Standard
2679,Standard
2680,Good
2681,Good
2682,Standard
2683,Good
2684,Good
2685,Good
2686,Good
2687,Standard
2688,Standard
2689,Standard
2690,Standard
2691,Standard
2692,Standard
2693,Standard
2694,Standard
2695,Standard
2696,Standard
2697,Standard
2698,Standard
2699,Standard
2700,Standard
2701,Standard
2702,Standard
2703,Standard
2704,Good
2705,Good
2706,Good
2707,Good
2708,Good
2709,Standard
2710,Good
2711,Good
2712,Standard
2713,Standard
2714,Standard
2715,Standard
2716,Standard
2717,Standard
2718,Standard
2719,Standard
2720,Good
2721,Standard
2722,Good
2723,Standard
2724,Standard
2725,Standard
2726,Standard
2727,Standard
2728,Standard
2729,Standard
2730,Standard
2731,Standard
2732,Standard
2733,Standard
2734,Standard
2735,Standard
2736,Poor
2737,Poor
2738,Poor
2739,Poor
2740,Poor
2741,Poor
2742,Poor
2743,Poor
2744,Standard
2745,Standard
2746,Standard
2747,Standard
2748,Standard
2749,Standard
2750,Standard
2751,Standard
2752,Poor
2753,Poor
2754,Poor
2755,Poor
2756,Poor
2757,Poor
2758,Standard
2759,Standard
2760,Poor
2761,Poor
2762,Poor
2763,Poor
2764,Standard
2765,Standard
2766,Standard
2767,Standard
2768,Good
2769,Good
2770,Good
2771,Good
2772,Good
2773,Good
2774,Good
2775,Good
2776,Standard
2777,Standard
2778,Standard
2779,Poor
2780,Poor
2781,Poor
2782,Poor
2783,Poor
2784,Standard
2785,Standard
2786,Standard
2787,Standard
2788,Standard
2789,Standard
2790,Good
2791,Good
2792,Standard
2793,Standard
2794,Standard
2795,Standard
2796,Standard
2797,Standard
2798,Standard
2799,Standard
2800,Poor
2801,Poor
2802,Poor
2803,Poor
2804,Poor
2805,Standard
2806,Poor
2807,Poor
2808,Standard
2809,Standard
2810,Standard
2811,Standard
2812,Standard
2813,Standard
2814,Standard
2815,Standard
2816,Standard
2817,Good
2818,Good
2819,Good
2820,Good
2821,Good
2822,Standard
2823,Standard
2824,Standard
2825,Good
2826,Good
2827,Good
2828,Good
2829,Good
2830,Good
2831,Standard
2832,Standard
2833,Standard
2834,Standard
2835,Standard
2836,Standard
2837,Standard
2838,Good
2839,Standard
2840,Poor
2841,Poor
2842,Poor
2843,Poor
2844,Standard
2845,Poor
2846,Poor
2847,Poor
2848,Standard
2849,Standard
2850,Standard
2851,Standard
2852,Standard
2853,Standard
2854,Standard
2855,Standard
2856,Poor
2857,Poor
2858,Poor
2859,Poor
2860,Poor
2861,Poor
2862,Poor
2863,Poor
2864,Standard
2865,Standard
2866,Standard
2867,Standard
2868,Standard
2869,Standard
2870,Standard
2871,Standard
2872,Standard
2873,Standard
2874,Standard
2875,Standard
2876,Standard
2877,Standard
2878,Standard
2879,Standard
2880,Poor
2881,Poor
2882,Poor
2883,Poor
2884,Poor
2885,Poor
2886,Standard
2887,Poor
2888,Standard
2889,Standard
2890,Standard
2891,Standard
2892,Standard
2893,Standard
2894,Standard
2895,Standard
2896,Poor
2897,Standard
2898,Poor
2899,Standard
2900,Poor
2901,Poor
2902,Poor
2903,Poor
2904,Standard
2905,Standard
2906,Standard
2907,Standard
2908,Standard
2909,Standard
2910,Standard
2911,Standard
2912,Standard
2913,Standard
2914,Standard
2915,Standard
2916,Standard
2917,Standard
2918,Standard
2919,Standard
2920,Poor
2921,Poor
2922,Poor
2923,Poor
2924,Poor
2925,Poor
2926,Poor
2927,Poor
2928,Standard
2929,Standard
2930,Standard
2931,Standard
2932,Standard
2933,Standard
2934,Standard
2935,Standard
2936,Standard
2937,Standard
2938,Standard
2939,Standard
2940,Standard
2941,Standard
2942,Standard
2943,Standard
2944,Standard
2945,Standard
2946,Standard
2947,Good
2948,Good
2949,Good
2950,Standard
2951,Standard
2952,Poor
2953,Standard
2954,Poor
2955,Poor
2956,Poor
2957,Poor
2958,Poor
2959,Standard
2960,Standard
2961,Standard
2962,Standard
2963,Poor
2964,Poor
2965,Poor
2966,Standard
2967,Standard
2968,Standard
2969,Standard
2970,Standard
2971,Standard
2972,Standard
2973,Standard
2974,Good
2975,Standard
2976,Standard
2977,Standard
2978,Standard
2979,Standard
2980,Standard
2981,Standard
2982,Standard
2983,Standard
2984,Good
2985,Good
2986,Good
2987,Standard
2988,Good
2989,Good
2990,Good
2991,Good
2992,Poor
2993,Poor
2994,Standard
2995,Poor
2996,Poor
2997,Poor
2998,Poor
2999,Poor
3000,Good
3001,Good
3002,Good
3003,Good
3004,Good
3005,Good
3006,Standard
3007,Good
3008,Good
3009,Good
3010,Good
3011,Good
3012,Standard
3013,Good
3014,Good
3015,Good
3016,Standard
3017,Standard
3018,Standard
3019,Standard
3020,Standard
3021,Standard
3022,Standard
3023,Standard
3024,Standard
3025,Standard
3026,Standard
3027,Standard
3028,Standard
3029,Standard
3030,Standard
3031,Standard
3032,Standard
3033,Standard
3034,Standard
3035,Standard
3036,Standard
3037,Standard
3038,Standard
3039,Standard
3040,Standard
3041,Standard
3042,Standard
3043,Standard
3044,Standard
3045,Standard
3046,Standard
3047,Poor
3048,Standard
3049,Standard
3050,Standard
3051,Standard
3052,Standard
3053,Standard
3054,Standard
3055,Standard
3056,Poor
3057,Poor
3058,Poor
3059,Poor
3060,Poor
3061,Poor
3062,Standard
3063,Standard
3064,Good
3065,Good
3066,Standard
3067,Good
3068,Good
3069,Good
3070,Good
3071,Good
3072,Standard
3073,Standard
3074,Standard
3075,Standard
3076,Standard
3077,Standard
3078,Good
3079,Standard
3080,Good
3081,Good
3082,Standard
3083,Good
3084,Good
3085,Standard
3086,Good
3087,Good
3088,Good
3089,Good
3090,Standard
3091,Standard
3092,Standard
3093,Standard
3094,Standard
3095,Standard
3096,Poor
3097,Poor
3098,Poor
3099,Poor
3100,Poor
3101,Poor
3102,Poor
3103,Poor
3104,Poor
3105,Standard
3106,Poor
3107,Poor
3108,Poor
3109,Poor
3110,Poor
3111,Poor
3112,Poor
3113,Poor
3114,Poor
3115,Poor
3116,Poor
3117,Poor
3118,Standard
3119,Poor
3120,Standard
3121,Standard
3122,Standard
3123,Standard
3124,Poor
3125,Poor
3126,Poor
3127,Standard
3128,Standard
3129,Standard
3130,Standard
3131,Standard
3132,Standard
3133,Standard
3134,Standard
3135,Standard
3136,Poor
3137,Poor
3138,Poor
3139,Poor
3140,Poor
3141,Poor
3142,Poor
3143,Poor
3144,Standard
3145,Standard
3146,Standard
3147,Poor
3148,Standard
3149,Poor
3150,Standard
3151,Standard
3152,Standard
3153,Standard
3154,Standard
3155,Standard
3156,Standard
3157,Standard
3158,Good
3159,Good
3160,Standard
3161,Standard
3162,Standard
3163,Standard
3164,Standard
3165,Standard
3166,Standard
3167,Standard
3168,Standard
3169,Standard
3170,Standard
3171,Standard
3172,Standard
3173,Standard
3174,Standard
3175,Standard
3176,Poor
3177,Poor
3178,Standard
3179,Standard
3180,Standard
3181,Standard
3182,Poor
3183,Poor
3184,Standard
3185,Standard
3186,Standard
3187,Standard
3188,Standard
3189,Standard
3190,Good
3191,Good
3192,Standard
3193,Standard
3194,Standard
3195,Good
3196,Good
3197,Good
3198,Good
3199,Good
3200,Poor
3201,Poor
3202,Poor
3203,Poor
3204,Poor
3205,Poor
3206,Poor
3207,Poor
3208,Poor
3209,Poor
3210,Standard
3211,Poor
3212,Poor
3213,Poor
3214,Poor
3215,Poor
3216,Good
3217,Good
3218,Good
3219,Good
3220,Good
3221,Good
3222,Standard
3223,Standard
3224,Standard
3225,Standard
3226,Standard
3227,Standard
3228,Standard
3229,Standard
3230,Good
3231,Good
3232,Standard
3233,Standard
3234,Standard
3235,Good
3236,Good
3237,Good
3238,Good
3239,Good
3240,Standard
3241,Standard
3242,Standard
3243,Standard
3244,Standard
3245,Standard
3246,Standard
3247,Standard
3248,Poor
3249,Standard
3250,Poor
3251,Standard
3252,Standard
3253,Standard
3254,Poor
3255,Standard
3256,Standard
3257,Standard
3258,Standard
3259,Standard
3260,Standard
3261,Standard
3262,Standard
3263,Standard
3264,Standard
3265,Good
3266,Good
3267,Good
3268,Good
3269,Good
3270,Standard
3271,Standard
3272,Poor
3273,Poor
3274,Poor
3275,Poor
3276,Poor
3277,Poor
3278,Poor
3279,Poor
3280,Standard
3281,Standard
3282,Standard
3283,Standard
3284,Standard
3285,Standard
3286,Standard
3287,Standard
3288,Good
3289,Good
3290,Good
3291,Good
3292,Good
3293,Good
3294,Standard
3295,Good
3296,Standard
3297,Standard
3298,Standard
3299,Standard
3300,Standard
3301,Standard
3302,Standard
3303,Standard
3304,Poor
3305,Poor
3306,Poor
3307,Poor
3308,Poor
3309,Poor
3310,Poor
3311,Poor
3312,Standard
3313,Standard
3314,Standard
3315,Standard
3316,Standard
3317,Standard
3318,Standard
3319,Standard
3320,Standard
3321,Standard
3322,Standard
3323,Standard
3324,Standard
3325,Standard
3326,Standard
3327,Standard
3328,Poor
3329,Poor
3330,Poor
3331,Poor
3332,Poor
3333,Poor
3334,Poor
3335,Poor
3336,Good
3337,Good
3338,Good
3339,Good
3340,Good
3341,Good
3342,Standard
3343,Standard
3344,Good
3345,Good
3346,Standard
3347,Good
3348,Good
3349,Good
3350,Good
3351,Good
3352,Poor
3353,Poor
3354,Poor
3355,Poor
3356,Poor
3357,Poor
3358,Poor
3359,Poor
3360,Poor
3361,Poor
3362,Poor
3363,Poor
3364,Poor
3365,Standard
3366,Poor
3367,Poor
3368,Standard
3369,Good
3370,Good
3371,Standard
3372,Standard
3373,Standard
3374,Standard
3375,Standard
3376,Standard
3377,Standard
3378,Standard
3379,Poor
3380,Poor
3381,Poor
3382,Poor
3383,Poor
3384,Good
3385,Good
3386,Good
3387,Good
3388,Good
3389,Good
3390,Good
3391,Good
3392,Standard
3393,Standard
3394,Standard
3395,Standard
3396,Standard
3397,Standard
3398,Standard
3399,Standard
3400,Standard
3401,Standard
3402,Standard
3403,Standard
3404,Standard
3405,Standard
3406,Standard
3407,Standard
3408,Standard
3409,Standard
3410,Standard
3411,Standard
3412,Standard
3413,Standard
3414,Standard
3415,Standard
3416,Standard
3417,Poor
3418,Poor
3419,Poor
3420,Standard
3421,Poor
3422,Poor
3423,Poor
3424,Standard
3425,Poor
3426,Poor
3427,Standard
3428,Standard
3429,Standard
3430,Poor
3431,Poor
3432,Standard
3433,Good
3434,Standard
3435,Standard
3436,Good
3437,Good
3438,Standard
3439,Standard
3440,Good
3441,Good
3442,Standard
3443,Good
3444,Standard
3445,Good
3446,Standard
3447,Standard
3448,Standard
3449,Standard
3450,Standard
3451,Standard
3452,Standard
3453,Standard
3454,Poor
3455,Poor
3456,Standard
3457,Standard
3458,Standard
3459,Standard
3460,Standard
3461,Standard
3462,Standard
3463,Standard
3464,Standard
3465,Standard
3466,Standard
3467,Good
3468,Good
3469,Standard
3470,Good
3471,Good
3472,Standard
3473,Standard
3474,Standard
3475,Standard
3476,Standard
3477,Standard
3478,Standard
3479,Standard
3480,Standard
3481,Standard
3482,Standard
3483,Standard
3484,Standard
3485,Standard
3486,Standard
3487,Standard
3488,Good
3489,Good
3490,Good
3491,Standard
3492,Good
3493,Good
3494,Standard
3495,Good
3496,Poor
3497,Poor
3498,Standard
3499,Poor
3500,Poor
3501,Poor
3502,Poor
3503,Poor
3504,Standard
3505,Standard
3506,Standard
3507,Standard
3508,Standard
3509,Standard
3510,Standard
3511,Standard
